checklistID|Roof|Roof_VID|RainGutters|RainGutters_VID|DownSpouts|DownSpouts_VID|ExtWindows|ExtWindows_VID|WindowScreens|WindowScreens_VID|Doors|Doors_VID|DoorScreens|DoorScreens_VID|ExtRailings|ExtRailings_VID|Porch|Porch_VID|Sidewalks|Sidewalks_VID|Walls|Walls_VID|Ceiling|Ceiling_VID|Floors|Floors_VID|IntWindows|IntWindows_VID|Stairs|Stairs_VID|IntRailings|IntRailings_VID|SmokeDetectorsBed1|SmokeDetectorsBed2|SmokeDetectorsBed3|SmokeDetectorsOther|SmokeDetectors_VID|CODetectors|CODetectors_VID|GeneralSanitation|GeneralSanitation_VID|Mold_Mildew|Mold_Mildew_VID|Vermin|Vermin_VID|Trash_Garbage|Trash_Garbage_VID|KitchenFaucets|KitchenFaucets_VID|BathLavatory|BathLavatory_VID|BathTub|BathTub_VID|BathShower|BathShower_VID|LaundryTub|LaundryTub_VID|Toilet|Toilet_VID|ElectricalService|ElectricalService_VID|IdentifyAllBreakers|IdentifyAllBreakers_VID|Switches_CoverPlates|Switches_CoverPlates_VID|Receptacles_CoverPlates|Receptacles_CoverPlates_VID|GFCIs|GFCIs_VID|KitchenElectric|KitchenElectric_VID|BathRoomElectric|BathRoomElectric_VID|CeilingLights|CeilingLights_VID|ExteriorLights|ExteriorLights_VID|Laundry|Laundry_VID|StairwayLights|StairwayLights_VID|GeneralFurnace|GeneralFurnace_VID|FurnaceVent_Exhaust|FurnaceVent_Exhaust_VID|Thermostat|Thermostat_VID|GeneralHotWaterTank|GeneralHotWaterTank_VID|HotWaterVent_Exhaust|HotWaterVent_Exhaust_VID|TPSafetyValve|TPSafetyValve_VID|BlowOff6inFromFloor|BlowOff6inFromFloor_VID|Controller|Controller_VID|RoofComment|RainGuttersComment|DownSpoutsComment|ExtWindowsComment|WindowScreensComment|DoorsComment|DoorScreensComment|ExtRailingsComment|PorchComment|SidewalksComment|WallsComment|CeilingComment|FloorsComment|IntWindowsComment|StairsComment|IntRailingsComment|SmokeDetectorsComment|CODetectorsComment|GeneralSanitationComment|Mold_MildewComment|VerminComment|Trash_GarbageComment|RecycleBinsComment|KitchenFaucetsComment|BathLavatoryComment|BathTubComment|BathShowerComment|LaundryTubComment|ToiletComment|ElectricalServiceComment|IdentifyAllBreakersComment|Switches_CoverPlatesComment|Receptacles_CoverPlatesComment|GFCIsComment|KitchenElectricComment|BathroomElectricComment|CeilingLightsComment|ExteriorLightsComment|LaundryComment|StairwayLightsComment|GeneralFurnaceComment|FurnaceVent_ExhaustComment|ThermostatComment|GeneralHotWaterTankComment|HotWaterVent_ExhaustComment|TPSafetyValveComment|BlowOff6inFromFloorComment|ControllerComment
703|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|450|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|False|401|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|401|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|Garage doors not fire rated.|None|None|None|None|None|None|None|None|None|None|Smoke detector on second floor non-functional|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|No GFCI in garage|None|None|None|None|None|None|None|None|None|None|None|None|None|None
704|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
705|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
706|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
707|Fail|226|Fail|226|Pass|0|Fail|341|Pass|0|Fail|324|Pass|0|Pass|0|Pass|0|Fail|186|Fail|454|Fail|454|Fail|454|Pass|0|Pass|0|Fail|197|True|True|True|True|0|Pass|0|Fail|184|Fail|184|Pass|0|Fail|184|Fail|334|Fail|334|Fail|334|Fail|334|Fail|334|Fail|334|Pass|0|Pass|0|Pass|0|Fail|321|Pass|0|Pass|0|Pass|0|Fail|321|Pass|0|Pass|0|Fail|321|Fail|455|Fail|0|Fail|0|Fail|455|Fail|0|Fail|0|Fail|0|Fail|0|Roof and flashing shall be sound, tight, and not h|Roof drainage must not create a nuisance.|None|Windows shall be free from cracks and holes|None|None|None|None|None|All exterior walking surfaces shall be maintained in proper state of repair and free from hazards|Interior surfaces shall be maintained in good, clean and sanitary condition|None|None|None|None|all stairs and landings must have adequate handrails and guards|None|None|Exterior and interior property and premises shall be maintained in a clean, safe and sainitary|Exterior and interior property and premises shall be maintained in a clean, safe and sainitary condition|None|Exterior property and premises shall be maintained in a clean, safe and sanitary|None|Plumbing fixtures shall be properly installed and maintained in working order.|Plumbing fixtures shall be properly installed and maintained in working order.|Plumbing fixtures shall be properly installed and maintained in working order.|Plumbing fixtures shall be properly installed and maintained in working order.|Plumbing fixtures shall be properly installed and maintained in working order.|Plumbing fixtures shall be properly installed and maintained in working order.|None|None|None|Electrical equipment shall be properly installed and maintained in a safe an approved manner.|None|None|None|Electrical equipment shall be properly installed and maintained in a safe an approved manner.|None|None|Electrical equipment shall be properly installed and maintained in a safe an approved manner.|All mechanical appliances shall be properly installed and maintained, and capable of performing the intended function|None|None|doesn't operate|None|None|None|None
708|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
709|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
710|Pass|0|Pass|0|Pass|0|Fail|302|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|Living room window does not open.|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
711|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
712|Pass|0|Pass|0|Pass|0|Fail|0|Pass|0|Fail|0|Fail|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Pass|0|True|True|True|True|0|Pass|0|Fail|0|Fail|0|Pass|0|Pass|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Pass|0|Fail|0|Fail|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|Multiple windows missing screens|None|Basement egress door needs a thumb-turn deadbolt.|Screendoor on back patio was damaged and needs rep|None|None|None|None|None|None|None|Stairs leading to loft on second floor were not strucurally stable.|None|None|None|Carpets need cleaned. Many areas of home not finished.|Algae/mold growing on siding of house.|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
713|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|341|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|341|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|321|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|front screen door handel damaged|None|None|None|None|None|None|None|3rd floor hallway window broken|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|lights missing in living room.|None|None|None|None|None|None|None|None|None|None|None
714|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Fail|0|Fail|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|front window doesn’t latch|None|None|down stairs bedroom doesn’t have smoke detector, upstairs bedroom has inoperable smoke detectors,|None|None|None|None|None|None|None|None|None|upstairs shower head isnt secure to wall|None|None|None|None|None|open neutral in upstairs right bedroom, downstairs cover plate is missing|upstairs outlet isnt labeled as no grounding equipment|kitchen doesn’t have gfcis servicing countertops|None|None|None|None|None|None|None|None|None|None|None|None|None
715|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|smoke detector not wired properly|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
716|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|draín nõt cõnnected|None|tub spighõt nõt secure|None|None|doesn’t com0letely flush|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
717|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|425|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|321|Pass|0|Fail|321|Pass|0|Pass|0|Pass|0|Fail|322|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|need smoke detector in all bedrooms, outside bedrooms, one on each floor|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|dining room hot neutral reverse and lack of ground equipment in various outlets. Bedroom above dining room has hot/neutral revers in many outlets|None|all outlets servicing countertops must be GFCI.|None|None|None|completed|None|None|None|None|None|None|None|None|None
718|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
719|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
720|Pass|0|Pass|0|Pass|0|Fail|302|Pass|0|Fail|303|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|318|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|317|Pass|0|None|None|None|livingroom window doesn’t open|None|basement hatchway and door|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|need gfci in laundryroom|None|None|None|None|None|None|None|no blow off tube|None
721|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|hot neutral reversed on three outlets, one in living room and two in bedroom|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
722|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
723|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|401|Pass|0|Fail|401|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|Loose/sticking in guest room.|None|GFCIs needed around kitchen sink, 1st floor bath, 2nd floor bath, basement bath, garage, and laundry room.|None|None|None|None|None|None|None|None|None|None|None|None|None|None
724|Fail|140|Fail|386|Pass|0|Fail|140|Pass|0|Fail|140|Pass|0|Fail|444|Fail|168|Fail|62|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|False|False|False|False|0|Fail|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|401|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Fail|0|Paint peeling on edges of roof|Weeds growing in back gutters|None|Paint peeling on front and back projecting windows|None|Paint peeling around front, back, and garage doors|None|All railings on property broken with peeling paint.|Front porch severely damaged and deteriorated.|Sidewalks damaged and sinking.|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|Light on leftside brick fence damaged.|None|None|None|None|None|None|None|None|None|None
725|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Pass|0|Fail|401|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|Hole in wall under 1sst floor sink.|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|Not all breakers labeled|None|See 'General comments'|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
726|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Pass|0|Fail|0|Fail|0|Pass|0|Pass|0|Fail|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|0|Pass|0|None|None|None|None|None|deadbolts needed on exterior doors|None|None|None|None|None|None|None|window in small bedroom inoperable|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|all circuits need labeled|None|open grounds on outlets in front room and dining room|GFCI in laundry area inoperable|None|None|bulb socket in laundry area inoperable|None|None|None|None|None|None|None|None|None|none present|None
727|Pass|0|Fail|226|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|458|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|321|Fail|322|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|321|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|back down spout needs secured to wall|None|None|None|None|None|None|None|None|None|None|None|None|None|None|no smoke detectors in house, all sleeping rooms, outside of sleeping rooms in the vicinity of, and on each inhabitable floor must have a smoke detector|none present, CO detectors need to be placed in a central location|None|None|None|None|None|None|None|None|None|None|None|None|None|switch at top of basement stairs doesn't operate any lights, board that light switch in basement closet is attached to, isnt secure and doesn’t operate light|outlet in dining room, below front window isnt grounded|None|None|None|None|None|None|None|shut off switch on furnace isnt secure|None|None|None|None|None|None|None
732|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
733|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None
734|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|318|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|gfci broken.|None|None|None|None|None|None|None|None|None|None|None|None|None
735|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|True|True|True|True|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Fail|318|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|Pass|0|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|None|gfci not functioning|None|None|None|None|None|None|None|None|None|None|None|None|None
